Order Date,Order ID,Customer ID,Product,Category,Region,Channel,Units,Revenue,Generation Persona
2025-08-28,RET-100279,CUS-0017,Premium Set,Premium,Kowloon,Return,-1,-361.09,frequent_recent
2025-08-29,ORD-100058,CUS-0004,Premium Set,Premium,International,Website,2,709.82,frequent_recent
2025-08-29,ORD-100747,CUS-0043,Refill Pack,Consumables,Kowloon,Marketplace,3,120.33,frequent_recent
2025-08-29,ORD-101668,CUS-0119,Refill Pack,Consumables,New Territories,Marketplace,1,41.9,growing
2025-08-30,ORD-100281,CUS-0017,Everyday Set,Core,Kowloon,Marketplace,4,633.13,frequent_recent
2025-08-30,ORD-100456,CUS-0027,Everyday Set,Core,Kowloon,Mobile App,4,654.37,frequent_recent
2025-08-30,ORD-101094,CUS-0069,Refill Pack,Consumables,Kowloon,Website,3,127.15,steady_repeat
2025-08-30,ORD-101733,CUS-0130,Everyday Set,Core,New Territories,Website,3,262.51,growing
2025-08-30,ORD-101852,CUS-0151,Premium Set,Premium,New Territories,Marketplace,2,417.83,growing
2025-08-30,ORD-101878,CUS-0155,Refill Pack,Consumables,Hong Kong,Marketplace,2,78.98,growing
2025-08-30,ORD-102854,CUS-0324,Premium Set,Premium,Kowloon,Marketplace,1,136.62,cooling
2025-08-31,ORD-101387,CUS-0091,Starter Kit,Starter,New Territories,Mobile App,2,102.81,steady_repeat
2025-08-31,ORD-101445,CUS-0096,Everyday Set,Core,Hong Kong,Mobile App,2,184.44,steady_repeat
2025-09-01,ORD-100029,CUS-0002,Starter Kit,Starter,Hong Kong,Website,1,99.08,frequent_recent
2025-09-01,ORD-100917,CUS-0054,Starter Kit,Starter,Kowloon,Marketplace,1,46.95,steady_repeat
2025-09-01,ORD-101228,CUS-0079,Premium Set,Premium,New Territories,Website,3,601.82,steady_repeat
2025-09-01,ORD-101256,CUS-0081,Everyday Set,Core,Kowloon,Marketplace,4,472.09,steady_repeat
2025-09-01,ORD-101531,CUS-0103,Premium Set,Premium,Kowloon,Website,4,640.96,steady_repeat
2025-09-01,ORD-101721,CUS-0128,Refill Pack,Consumables,Hong Kong,Website,4,114.17,growing
2025-09-01,ORD-102787,CUS-0311,Everyday Set,Core,Hong Kong,Marketplace,2,133.1,cooling
2025-09-01,ORD-102855,CUS-0324,Everyday Set,Core,Kowloon,Website,4,305.09,cooling
2025-09-01,ORD-102856,CUS-0324,Starter Kit,Starter,Kowloon,Marketplace,2,83.14,cooling
2025-09-01,RET-101420,CUS-0094,Starter Kit,Starter,Kowloon,Return,-1,-60.69,steady_repeat
2025-09-02,ORD-100081,CUS-0005,Starter Kit,Starter,International,Marketplace,2,194.42,frequent_recent
2025-09-02,ORD-100103,CUS-0006,Everyday Set,Core,Hong Kong,Marketplace,3,464.35,frequent_recent
2025-09-02,ORD-100457,CUS-0027,Starter Kit,Starter,Kowloon,Marketplace,3,317.23,frequent_recent
2025-09-02,ORD-100511,CUS-0030,Premium Set,Premium,Hong Kong,Website,3,647.31,frequent_recent
2025-09-02,ORD-100692,CUS-0040,Everyday Set,Core,Kowloon,Website,4,499.68,frequent_recent
2025-09-02,ORD-101161,CUS-0074,Starter Kit,Starter,Hong Kong,Website,4,190.68,steady_repeat
2025-09-02,ORD-101246,CUS-0080,Everyday Set,Core,New Territories,Website,1,95.04,steady_repeat
2025-09-02,ORD-101888,CUS-0157,Everyday Set,Core,New Territories,Marketplace,1,117.37,growing
2025-09-03,ORD-100137,CUS-0008,Starter Kit,Starter,International,Website,2,174.92,frequent_recent
2025-09-03,ORD-101206,CUS-0077,Refill Pack,Consumables,Kowloon,Mobile App,3,119.84,steady_repeat
2025-09-03,ORD-101616,CUS-0110,Premium Set,Premium,International,Website,1,188.23,steady_repeat
2025-09-03,ORD-102748,CUS-0305,Premium Set,Premium,Hong Kong,Website,1,169.93,cooling
2025-09-04,ORD-100477,CUS-0028,Everyday Set,Core,Kowloon,Mobile App,1,130.03,frequent_recent
2025-09-04,ORD-100990,CUS-0060,Everyday Set,Core,Kowloon,Website,1,91.91,steady_repeat
2025-09-04,ORD-101345,CUS-0088,Premium Set,Premium,Kowloon,Mobile App,3,737.34,steady_repeat
2025-09-04,ORD-101410,CUS-0093,Everyday Set,Core,Kowloon,Website,4,318.72,steady_repeat
2025-09-04,ORD-101773,CUS-0136,Refill Pack,Consumables,International,Website,1,25.12,growing
2025-09-04,RET-100890,CUS-0052,Refill Pack,Consumables,Hong Kong,Return,-1,-61.77,frequent_recent
2025-09-04,RET-101659,CUS-0117,Starter Kit,Starter,New Territories,Return,-1,-54.87,growing
2025-09-05,ORD-100138,CUS-0008,Refill Pack,Consumables,International,Marketplace,3,168.75,frequent_recent
2025-09-05,ORD-100496,CUS-0029,Everyday Set,Core,Hong Kong,Website,2,254.23,frequent_recent
2025-09-05,ORD-101617,CUS-0110,Starter Kit,Starter,International,Mobile App,3,134.31,steady_repeat
2025-09-05,ORD-101889,CUS-0157,Refill Pack,Consumables,New Territories,Marketplace,3,115.49,growing
2025-09-05,ORD-101919,CUS-0163,Everyday Set,Core,Kowloon,Marketplace,2,213.62,growing
2025-09-05,RET-100059,CUS-0004,Premium Set,Premium,International,Return,-1,-354.91,frequent_recent
2025-09-06,ORD-100332,CUS-0020,Refill Pack,Consumables,New Territories,Marketplace,4,215.9,frequent_recent
2025-09-06,ORD-101482,CUS-0099,Everyday Set,Core,New Territories,Mobile App,1,128.6,steady_repeat
2025-09-06,ORD-102827,CUS-0319,Premium Set,Premium,Hong Kong,Mobile App,2,354.55,cooling
2025-09-07,ORD-100104,CUS-0006,Starter Kit,Starter,Hong Kong,Mobile App,4,406.14,frequent_recent
2025-09-07,ORD-101895,CUS-0158,Everyday Set,Core,New Territories,Marketplace,3,253.78,growing
2025-09-07,ORD-101925,CUS-0164,Starter Kit,Starter,Hong Kong,Website,2,121.22,growing
2025-09-08,ORD-100445,CUS-0026,Refill Pack,Consumables,Hong Kong,Website,3,129.45,frequent_recent
2025-09-08,ORD-100530,CUS-0031,Premium Set,Premium,New Territories,Website,1,245.02,frequent_recent
2025-09-08,ORD-100748,CUS-0043,Everyday Set,Core,Kowloon,Marketplace,3,415.15,frequent_recent
2025-09-08,ORD-101491,CUS-0100,Starter Kit,Starter,New Territories,Marketplace,2,96.81,steady_repeat
2025-09-08,ORD-102691,CUS-0296,Premium Set,Premium,Kowloon,Website,2,313.66,cooling
2025-09-08,RET-100918,CUS-0054,Starter Kit,Starter,Kowloon,Return,-1,-46.95,steady_repeat
2025-09-08,RET-101532,CUS-0103,Premium Set,Premium,Kowloon,Return,-1,-160.24,steady_repeat
2025-09-09,ORD-100815,CUS-0047,Everyday Set,Core,Kowloon,Mobile App,1,130.54,frequent_recent
2025-09-09,ORD-100942,CUS-0056,Premium Set,Premium,Hong Kong,Mobile App,2,377.61,steady_repeat
2025-09-09,ORD-101688,CUS-0123,Starter Kit,Starter,Hong Kong,Website,4,239.06,growing
2025-09-09,ORD-101697,CUS-0124,Everyday Set,Core,New Territories,Website,1,111.6,growing
2025-09-09,ORD-102692,CUS-0296,Refill Pack,Consumables,Kowloon,Website,3,92.4,cooling
2025-09-09,ORD-102795,CUS-0313,Everyday Set,Core,New Territories,Mobile App,1,88.46,cooling
2025-09-10,ORD-100478,CUS-0028,Everyday Set,Core,Kowloon,Website,1,132.28,frequent_recent
2025-09-10,ORD-100672,CUS-0039,Everyday Set,Core,Hong Kong,Mobile App,4,632.09,frequent_recent
2025-09-10,ORD-100796,CUS-0046,Everyday Set,Core,International,Marketplace,2,327.68,frequent_recent
2025-09-10,ORD-101138,CUS-0072,Everyday Set,Core,Hong Kong,Marketplace,3,366.35,steady_repeat
2025-09-10,ORD-101315,CUS-0086,Everyday Set,Core,Hong Kong,Website,1,119.45,steady_repeat
2025-09-10,ORD-101778,CUS-0137,Starter Kit,Starter,New Territories,Mobile App,1,55.97,growing
2025-09-11,ORD-100213,CUS-0012,Everyday Set,Core,New Territories,Marketplace,3,604.91,frequent_recent
2025-09-11,ORD-101095,CUS-0069,Starter Kit,Starter,Kowloon,Website,1,57.0,steady_repeat
2025-09-11,ORD-101432,CUS-0095,Everyday Set,Core,Hong Kong,Website,1,115.23,steady_repeat
2025-09-11,ORD-101469,CUS-0098,Starter Kit,Starter,New Territories,Website,3,143.37,steady_repeat
2025-09-11,ORD-101492,CUS-0100,Refill Pack,Consumables,New Territories,Website,4,136.44,steady_repeat
2025-09-12,ORD-100953,CUS-0057,Refill Pack,Consumables,Hong Kong,Website,3,115.28,steady_repeat
2025-09-12,ORD-101180,CUS-0075,Everyday Set,Core,New Territories,Website,4,465.08,steady_repeat
2025-09-12,ORD-101289,CUS-0084,Premium Set,Premium,Hong Kong,Website,3,559.79,steady_repeat
2025-09-12,ORD-101470,CUS-0098,Starter Kit,Starter,New Territories,Website,1,55.45,steady_repeat
2025-09-12,ORD-101689,CUS-0123,Starter Kit,Starter,Hong Kong,Website,2,114.48,growing
2025-09-12,ORD-101809,CUS-0143,Everyday Set,Core,Hong Kong,Website,2,192.47,growing
2025-09-12,ORD-102791,CUS-0312,Premium Set,Premium,Hong Kong,Mobile App,4,542.4,cooling
2025-09-13,ORD-100105,CUS-0006,Everyday Set,Core,Hong Kong,Mobile App,2,347.28,frequent_recent
2025-09-13,ORD-100512,CUS-0030,Everyday Set,Core,Hong Kong,Website,3,401.55,frequent_recent
2025-09-13,ORD-101584,CUS-0107,Everyday Set,Core,Hong Kong,Website,2,223.95,steady_repeat
2025-09-13,ORD-102857,CUS-0324,Refill Pack,Consumables,Kowloon,Marketplace,3,85.25,cooling
2025-09-14,ORD-100605,CUS-0035,Everyday Set,Core,Hong Kong,Website,2,376.47,frequent_recent
2025-09-14,ORD-101162,CUS-0074,Refill Pack,Consumables,Hong Kong,Marketplace,1,30.67,steady_repeat
2025-09-14,ORD-101446,CUS-0096,Refill Pack,Consumables,Hong Kong,Website,4,119.58,steady_repeat
2025-09-14,ORD-101618,CUS-0110,Everyday Set,Core,International,Website,2,182.06,steady_repeat
2025-09-15,ORD-100242,CUS-0014,Premium Set,Premium,New Territories,Website,4,1035.02,frequent_recent
2025-09-15,ORD-100351,CUS-0021,Refill Pack,Consumables,Hong Kong,Marketplace,2,119.05,frequent_recent
2025-09-15,ORD-101300,CUS-0085,Everyday Set,Core,Hong Kong,Mobile App,4,328.06,steady_repeat
2025-09-15,ORD-101371,CUS-0090,Refill Pack,Consumables,New Territories,Website,2,59.63,steady_repeat
2025-09-15,ORD-101859,CUS-0152,Everyday Set,Core,Hong Kong,Mobile App,1,104.88,growing
2025-09-15,ORD-101914,CUS-0162,Everyday Set,Core,International,Marketplace,1,101.44,growing
2025-09-16,ORD-100565,CUS-0033,Everyday Set,Core,Hong Kong,Website,1,177.78,frequent_recent
2025-09-16,ORD-100859,CUS-0050,Starter Kit,Starter,Hong Kong,Marketplace,3,228.13,frequent_recent
2025-09-16,ORD-101013,CUS-0062,Refill Pack,Consumables,Kowloon,Mobile App,2,62.23,steady_repeat
2025-09-16,ORD-101229,CUS-0079,Starter Kit,Starter,New Territories,Marketplace,3,164.24,steady_repeat
2025-09-16,ORD-101593,CUS-0108,Starter Kit,Starter,Kowloon,Website,1,45.47,steady_repeat
2025-09-16,ORD-101794,CUS-0140,Everyday Set,Core,Kowloon,Website,1,75.35,growing
2025-09-16,ORD-101846,CUS-0150,Everyday Set,Core,Kowloon,Marketplace,2,230.52,growing
2025-09-16,ORD-101915,CUS-0162,Refill Pack,Consumables,International,Website,3,117.99,growing
2025-09-16,ORD-102719,CUS-0300,Starter Kit,Starter,Hong Kong,Marketplace,4,182.83,cooling
2025-09-17,ORD-100606,CUS-0035,Refill Pack,Consumables,Hong Kong,Website,2,128.03,frequent_recent
2025-09-17,ORD-101026,CUS-0063,Refill Pack,Consumables,Hong Kong,Mobile App,2,90.52,steady_repeat
2025-09-17,ORD-101779,CUS-0137,Everyday Set,Core,New Territories,Marketplace,4,422.68,growing
2025-09-17,ORD-101908,CUS-0161,Starter Kit,Starter,Hong Kong,Marketplace,1,53.77,growing
2025-09-18,ORD-100497,CUS-0029,Everyday Set,Core,Hong Kong,Marketplace,1,129.48,frequent_recent
2025-09-18,ORD-100943,CUS-0056,Starter Kit,Starter,Hong Kong,Marketplace,3,147.42,steady_repeat
2025-09-18,ORD-101332,CUS-0087,Everyday Set,Core,Hong Kong,Mobile App,4,393.36,steady_repeat
2025-09-18,ORD-101516,CUS-0102,Refill Pack,Consumables,Kowloon,Marketplace,2,67.64,steady_repeat
2025-09-18,ORD-101651,CUS-0116,Premium Set,Premium,Hong Kong,Marketplace,4,697.61,growing
2025-09-18,ORD-101709,CUS-0126,Starter Kit,Starter,Kowloon,Website,4,209.71,growing
2025-09-19,ORD-100581,CUS-0034,Starter Kit,Starter,International,Website,3,215.87,frequent_recent
2025-09-19,ORD-100828,CUS-0048,Refill Pack,Consumables,International,Marketplace,2,116.51,frequent_recent
2025-09-19,ORD-101188,CUS-0076,Starter Kit,Starter,International,Marketplace,2,109.18,steady_repeat
2025-09-19,ORD-101230,CUS-0079,Starter Kit,Starter,New Territories,Website,3,176.01,steady_repeat
2025-09-19,ORD-101388,CUS-0091,Starter Kit,Starter,New Territories,Website,1,53.92,steady_repeat
2025-09-19,ORD-101669,CUS-0119,Refill Pack,Consumables,New Territories,Website,1,39.18,growing
2025-09-19,ORD-102850,CUS-0323,Starter Kit,Starter,New Territories,Website,3,129.02,cooling
2025-09-20,ORD-100253,CUS-0015,Premium Set,Premium,Kowloon,Website,2,456.22,frequent_recent
2025-09-20,ORD-100726,CUS-0042,Refill Pack,Consumables,New Territories,Website,3,143.67,frequent_recent
2025-09-20,ORD-101110,CUS-0070,Refill Pack,Consumables,Hong Kong,Marketplace,1,40.7,steady_repeat
2025-09-20,ORD-101853,CUS-0151,Starter Kit,Starter,New Territories,Marketplace,4,233.76,growing
2025-09-20,RET-100513,CUS-0030,Everyday Set,Core,Hong Kong,Return,-1,-133.85,frequent_recent
2025-09-20,RET-102858,CUS-0324,Refill Pack,Consumables,Kowloon,Return,-1,-28.42,cooling
2025-09-21,ORD-100082,CUS-0005,Starter Kit,Starter,International,Marketplace,4,376.73,frequent_recent
2025-09-21,ORD-100727,CUS-0042,Starter Kit,Starter,New Territories,Website,3,220.77,frequent_recent
2025-09-21,ORD-101082,CUS-0068,Refill Pack,Consumables,Kowloon,Website,1,34.17,steady_repeat
2025-09-21,RET-101619,CUS-0110,Everyday Set,Core,International,Return,-1,-91.03,steady_repeat
2025-09-22,ORD-100043,CUS-0003,Everyday Set,Core,New Territories,Website,4,501.58,frequent_recent
2025-09-22,ORD-100368,CUS-0022,Everyday Set,Core,Hong Kong,Marketplace,2,378.4,frequent_recent
2025-09-22,ORD-100907,CUS-0053,Refill Pack,Consumables,New Territories,Website,1,33.44,steady_repeat
2025-09-22,ORD-101557,CUS-0105,Starter Kit,Starter,Kowloon,Website,2,96.42,steady_repeat
2025-09-22,RET-101372,CUS-0090,Refill Pack,Consumables,New Territories,Return,-1,-29.81,steady_repeat
2025-09-23,ORD-100263,CUS-0016,Refill Pack,Consumables,New Territories,Marketplace,2,94.15,frequent_recent
2025-09-23,ORD-100282,CUS-0017,Premium Set,Premium,Kowloon,Website,2,617.16,frequent_recent
2025-09-23,ORD-101316,CUS-0086,Refill Pack,Consumables,Hong Kong,Mobile App,1,38.18,steady_repeat
2025-09-23,ORD-101620,CUS-0110,Starter Kit,Starter,International,Website,2,113.54,steady_repeat
2025-09-23,ORD-101717,CUS-0127,Starter Kit,Starter,Kowloon,Website,1,33.09,growing
2025-09-23,ORD-101760,CUS-0134,Everyday Set,Core,Hong Kong,Marketplace,3,347.77,growing
2025-09-23,ORD-101816,CUS-0145,Refill Pack,Consumables,New Territories,Website,4,113.64,growing
2025-09-23,ORD-101854,CUS-0151,Everyday Set,Core,New Territories,Website,4,412.63,growing
2025-09-24,ORD-100139,CUS-0008,Premium Set,Premium,International,Mobile App,2,644.35,frequent_recent
2025-09-24,ORD-100175,CUS-0010,Everyday Set,Core,Kowloon,Mobile App,1,202.27,frequent_recent
2025-09-24,ORD-100225,CUS-0013,Refill Pack,Consumables,Hong Kong,Website,3,115.27,frequent_recent
2025-09-24,ORD-100369,CUS-0022,Everyday Set,Core,Hong Kong,Website,1,171.41,frequent_recent
2025-09-24,ORD-100388,CUS-0023,Premium Set,Premium,Hong Kong,Marketplace,4,1105.93,frequent_recent
2025-09-24,ORD-101247,CUS-0080,Premium Set,Premium,New Territories,Website,3,536.06,steady_repeat
2025-09-24,ORD-101270,CUS-0082,Everyday Set,Core,Hong Kong,Website,3,234.04,steady_repeat
2025-09-24,ORD-101346,CUS-0088,Everyday Set,Core,Kowloon,Mobile App,4,433.99,steady_repeat
2025-09-25,ORD-100531,CUS-0031,Everyday Set,Core,New Territories,Website,3,358.75,frequent_recent
2025-09-25,ORD-100875,CUS-0051,Everyday Set,Core,International,Mobile App,2,370.03,frequent_recent
2025-09-25,ORD-101111,CUS-0070,Refill Pack,Consumables,Hong Kong,Website,4,134.27,steady_repeat
2025-09-25,ORD-101271,CUS-0082,Premium Set,Premium,Hong Kong,Website,4,672.96,steady_repeat
2025-09-25,ORD-101447,CUS-0096,Everyday Set,Core,Hong Kong,Website,2,155.69,steady_repeat
2025-09-25,ORD-101493,CUS-0100,Everyday Set,Core,New Territories,Website,1,85.71,steady_repeat
2025-09-25,ORD-101594,CUS-0108,Starter Kit,Starter,Kowloon,Mobile App,4,152.59,steady_repeat
2025-09-25,ORD-101761,CUS-0134,Everyday Set,Core,Hong Kong,Mobile App,3,323.91,growing
2025-09-26,ORD-100673,CUS-0039,Everyday Set,Core,Hong Kong,Mobile App,1,186.0,frequent_recent
2025-09-26,ORD-101505,CUS-0101,Refill Pack,Consumables,Kowloon,Website,2,79.11,steady_repeat
2025-09-26,ORD-101621,CUS-0110,Refill Pack,Consumables,International,Mobile App,4,144.16,steady_repeat
2025-09-27,ORD-100060,CUS-0004,Everyday Set,Core,International,Marketplace,2,307.63,frequent_recent
2025-09-27,ORD-100158,CUS-0009,Everyday Set,Core,New Territories,Mobile App,1,111.78,frequent_recent
2025-09-27,ORD-100333,CUS-0020,Everyday Set,Core,New Territories,Website,2,351.2,frequent_recent
2025-09-27,ORD-100925,CUS-0055,Refill Pack,Consumables,International,Marketplace,4,155.27,steady_repeat
2025-09-27,ORD-101163,CUS-0074,Starter Kit,Starter,Hong Kong,Website,3,152.37,steady_repeat
2025-09-27,ORD-101648,CUS-0115,Everyday Set,Core,New Territories,Website,4,468.77,growing
2025-09-28,ORD-100226,CUS-0013,Refill Pack,Consumables,Hong Kong,Website,1,44.83,frequent_recent
2025-09-28,ORD-100514,CUS-0030,Refill Pack,Consumables,Hong Kong,Marketplace,2,74.64,frequent_recent
2025-09-28,ORD-100549,CUS-0032,Starter Kit,Starter,Kowloon,Mobile App,2,132.72,frequent_recent
2025-09-28,ORD-101652,CUS-0116,Everyday Set,Core,Hong Kong,Website,1,83.03,growing
2025-09-28,ORD-101674,CUS-0120,Starter Kit,Starter,New Territories,Marketplace,2,97.34,growing
2025-09-28,ORD-101835,CUS-0148,Everyday Set,Core,International,Mobile App,1,62.62,growing
2025-09-29,ORD-100370,CUS-0022,Everyday Set,Core,Hong Kong,Website,2,308.12,frequent_recent
2025-09-29,ORD-101360,CUS-0089,Everyday Set,Core,International,Marketplace,3,317.05,steady_repeat
2025-09-29,ORD-101361,CUS-0089,Starter Kit,Starter,International,Website,3,184.96,steady_repeat
2025-09-29,ORD-101389,CUS-0091,Everyday Set,Core,New Territories,Marketplace,3,323.08,steady_repeat
2025-09-30,ORD-101216,CUS-0078,Starter Kit,Starter,Hong Kong,Website,3,183.11,steady_repeat
2025-09-30,ORD-101399,CUS-0092,Everyday Set,Core,International,Marketplace,1,95.65,steady_repeat
2025-09-30,ORD-101734,CUS-0130,Refill Pack,Consumables,New Territories,Mobile App,3,99.41,growing
2025-09-30,ORD-101795,CUS-0140,Starter Kit,Starter,Kowloon,Mobile App,1,44.32,growing
2025-09-30,ORD-101896,CUS-0158,Starter Kit,Starter,New Territories,Marketplace,1,48.08,growing
2025-09-30,RET-101718,CUS-0127,Starter Kit,Starter,Kowloon,Return,-1,-33.09,growing
2025-10-01,ORD-100403,CUS-0024,Refill Pack,Consumables,Hong Kong,Mobile App,3,126.76,frequent_recent
2025-10-01,ORD-100404,CUS-0024,Everyday Set,Core,Hong Kong,Website,1,142.4,frequent_recent
2025-10-02,ORD-100352,CUS-0021,Starter Kit,Starter,Hong Kong,Marketplace,4,361.59,frequent_recent
2025-10-02,ORD-100479,CUS-0028,Refill Pack,Consumables,Kowloon,Marketplace,2,87.13,frequent_recent
2025-10-02,ORD-100532,CUS-0031,Premium Set,Premium,New Territories,Marketplace,2,417.77,frequent_recent
2025-10-02,ORD-100650,CUS-0038,Everyday Set,Core,New Territories,Marketplace,4,745.77,frequent_recent
2025-10-03,ORD-100405,CUS-0024,Everyday Set,Core,Hong Kong,Website,1,125.98,frequent_recent
2025-10-03,ORD-100693,CUS-0040,Everyday Set,Core,Kowloon,Website,1,133.26,frequent_recent
2025-10-03,ORD-101494,CUS-0100,Everyday Set,Core,New Territories,Website,1,77.33,steady_repeat
2025-10-03,ORD-101789,CUS-0139,Premium Set,Premium,Hong Kong,Website,4,689.19,growing
2025-10-03,ORD-101890,CUS-0157,Refill Pack,Consumables,New Territories,Website,1,39.31,growing
2025-10-04,ORD-100176,CUS-0010,Starter Kit,Starter,Kowloon,Website,2,207.32,frequent_recent
2025-10-04,ORD-101290,CUS-0084,Refill Pack,Consumables,Hong Kong,Mobile App,3,89.88,steady_repeat
2025-10-04,ORD-101595,CUS-0108,Premium Set,Premium,Kowloon,Marketplace,3,414.21,steady_repeat
2025-10-04,ORD-101774,CUS-0136,Starter Kit,Starter,International,Website,2,93.73,growing
2025-10-05,ORD-100119,CUS-0007,Starter Kit,Starter,New Territories,Marketplace,1,61.88,frequent_recent
2025-10-05,ORD-100353,CUS-0021,Starter Kit,Starter,Hong Kong,Mobile App,4,346.61,frequent_recent
2025-10-05,ORD-100446,CUS-0026,Starter Kit,Starter,Hong Kong,Marketplace,1,60.19,frequent_recent
2025-10-05,ORD-101014,CUS-0062,Everyday Set,Core,Kowloon,Website,2,187.53,steady_repeat
2025-10-05,ORD-101015,CUS-0062,Refill Pack,Consumables,Kowloon,Mobile App,3,97.25,steady_repeat
2025-10-05,ORD-101421,CUS-0094,Premium Set,Premium,Kowloon,Website,4,804.81,steady_repeat
2025-10-05,ORD-101824,CUS-0146,Starter Kit,Starter,New Territories,Website,2,117.73,growing
2025-10-06,ORD-100044,CUS-0003,Everyday Set,Core,New Territories,Website,1,121.46,frequent_recent
2025-10-06,ORD-100283,CUS-0017,Everyday Set,Core,Kowloon,Website,1,151.51,frequent_recent
2025-10-06,ORD-100371,CUS-0022,Everyday Set,Core,Hong Kong,Website,4,627.47,frequent_recent
2025-10-06,ORD-100708,CUS-0041,Everyday Set,Core,Kowloon,Marketplace,2,278.34,frequent_recent
2025-10-06,ORD-101728,CUS-0129,Everyday Set,Core,Kowloon,Marketplace,1,83.02,growing
2025-10-06,ORD-101847,CUS-0150,Refill Pack,Consumables,Kowloon,Website,2,66.63,growing
2025-10-06,ORD-101879,CUS-0155,Everyday Set,Core,Hong Kong,Website,3,321.51,growing
2025-10-07,ORD-100061,CUS-0004,Everyday Set,Core,International,Website,1,154.37,frequent_recent
2025-10-07,ORD-100214,CUS-0012,Premium Set,Premium,New Territories,Website,4,1312.98,frequent_recent
2025-10-07,ORD-100284,CUS-0017,Refill Pack,Consumables,Kowloon,Marketplace,3,180.94,frequent_recent
2025-10-07,ORD-101897,CUS-0158,Everyday Set,Core,New Territories,Marketplace,1,81.59,growing
2025-10-08,ORD-100083,CUS-0005,Everyday Set,Core,International,Marketplace,2,373.47,frequent_recent
2025-10-08,ORD-100533,CUS-0031,Everyday Set,Core,New Territories,Website,3,316.61,frequent_recent
2025-10-08,ORD-100582,CUS-0034,Starter Kit,Starter,International,Marketplace,2,146.5,frequent_recent
2025-10-08,ORD-100876,CUS-0051,Premium Set,Premium,International,Marketplace,4,1405.81,frequent_recent
2025-10-08,ORD-101400,CUS-0092,Everyday Set,Core,International,Website,4,430.68,steady_repeat
2025-10-08,ORD-101710,CUS-0126,Starter Kit,Starter,Kowloon,Marketplace,2,104.07,growing
2025-10-09,ORD-100215,CUS-0012,Starter Kit,Starter,New Territories,Mobile App,3,286.54,frequent_recent
2025-10-09,ORD-100583,CUS-0034,Starter Kit,Starter,International,Marketplace,1,62.02,frequent_recent
2025-10-09,ORD-100584,CUS-0034,Refill Pack,Consumables,International,Marketplace,1,48.87,frequent_recent
2025-10-09,ORD-100829,CUS-0048,Starter Kit,Starter,International,Mobile App,2,168.24,frequent_recent
2025-10-09,ORD-100969,CUS-0058,Refill Pack,Consumables,Hong Kong,Marketplace,2,68.79,steady_repeat
2025-10-09,ORD-101825,CUS-0146,Everyday Set,Core,New Territories,Website,4,401.58,growing
2025-10-10,ORD-100372,CUS-0022,Everyday Set,Core,Hong Kong,Website,2,335.81,frequent_recent
2025-10-10,ORD-101248,CUS-0080,Starter Kit,Starter,New Territories,Marketplace,3,124.88,steady_repeat
2025-10-10,ORD-101631,CUS-0112,Refill Pack,Consumables,New Territories,Website,2,59.23,growing
2025-10-10,ORD-101675,CUS-0120,Premium Set,Premium,New Territories,Website,1,211.35,growing
2025-10-10,ORD-101802,CUS-0142,Refill Pack,Consumables,Kowloon,Website,3,83.24,growing
2025-10-11,ORD-100354,CUS-0021,Refill Pack,Consumables,Hong Kong,Mobile App,1,58.12,frequent_recent
2025-10-11,ORD-100623,CUS-0036,Refill Pack,Consumables,Hong Kong,Marketplace,1,63.29,frequent_recent
2025-10-11,ORD-100797,CUS-0046,Everyday Set,Core,International,Marketplace,4,493.35,frequent_recent
2025-10-11,ORD-100970,CUS-0058,Everyday Set,Core,Hong Kong,Website,1,84.68,steady_repeat
2025-10-11,ORD-101189,CUS-0076,Starter Kit,Starter,International,Website,3,148.56,steady_repeat
2025-10-11,ORD-101817,CUS-0145,Starter Kit,Starter,New Territories,Marketplace,2,89.89,growing
2025-10-12,ORD-101596,CUS-0108,Refill Pack,Consumables,Kowloon,Website,2,50.59,steady_repeat
2025-10-12,ORD-101722,CUS-0128,Everyday Set,Core,Hong Kong,Website,3,225.04,growing
2025-10-12,ORD-101762,CUS-0134,Everyday Set,Core,Hong Kong,Mobile App,3,288.06,growing
2025-10-13,ORD-100014,CUS-0001,Premium Set,Premium,Hong Kong,Website,3,980.15,frequent_recent
2025-10-13,ORD-100084,CUS-0005,Everyday Set,Core,International,Website,1,201.67,frequent_recent
2025-10-13,ORD-101670,CUS-0119,Everyday Set,Core,New Territories,Mobile App,3,322.28,growing
2025-10-13,ORD-101796,CUS-0140,Everyday Set,Core,Kowloon,Website,1,85.57,growing
2025-10-13,RET-100709,CUS-0041,Everyday Set,Core,Kowloon,Return,-1,-139.17,frequent_recent
2025-10-14,ORD-100085,CUS-0005,Refill Pack,Consumables,International,Website,1,71.8,frequent_recent
2025-10-14,ORD-101362,CUS-0089,Starter Kit,Starter,International,Website,1,70.14,steady_repeat
2025-10-14,ORD-101390,CUS-0091,Starter Kit,Starter,New Territories,Mobile App,1,57.13,steady_repeat
2025-10-14,ORD-101569,CUS-0106,Premium Set,Premium,New Territories,Website,3,496.59,steady_repeat
2025-10-14,ORD-101622,CUS-0111,Starter Kit,Starter,Kowloon,Website,3,139.63,growing
2025-10-15,ORD-100062,CUS-0004,Everyday Set,Core,International,Website,2,367.25,frequent_recent
2025-10-15,ORD-100798,CUS-0046,Everyday Set,Core,International,Website,3,404.53,frequent_recent
